Search Gene	Found FBGN	Found Gene	embryo 00-02hr	embryo 02-04hr	embryo 04-06hr	embryo 06-08hr	embryo 08-10hr	embryo 10-12hr	embryo 12-14hr	embryo 14-16hr	embryo 16-18hr	embryo 18-20hr	embryo 20-22hr	embryo 22-24hr	larva L1	larva L2	larva L3 12hr old	larva L3 puffstage 1-2	larva L3 puffstage 3-6	larva L3 puffstage 7-9	white prepupae new	white prepupae 12hr	white prepupae 24hr	pupae 2d postWPP	pupae 3d postWPP	pupae 4d postWPP	adult male 01day	adult male 05day	adult male 30day	adult female 01day	adult female 05day	adult female 30day
FBgn0029821	FBgn0029821	CG4020	3	4	2	1	1	2	2	2	1	1	1	1	3	7	3	9	11	13	15	11	13	5	10	6	23	35	23	33	28	38
FBgn0029822	FBgn0029822	CG12236	36	8	8	12	12	9	9	7	5	5	4	4	5	3	3	3	6	6	7	7	10	7	5	4	3	4	5	15	23	25
FBgn0029823	FBgn0029823	CG3011	74	9	15	20	24	60	44	57	36	36	52	50	182	100	164	79	139	292	361	297	179	121	60	95	77	48	56	119	88	101
FBgn0029824	FBgn0029824	CG3726	22	20	4	4	5	5	5	9	9	11	17	14	6	2	3	1	2	9	31	17	15	9	4	8	5	5	5	10	12	12
FBgn0029826	FBgn0029826	CG6041	0	2	4	7	6	4	4	2	7	27	39	40	22	19	14	15	26	58	51	7	10	6	3	12	8	8	10	11	4	5
FBgn0029827	FBgn0029827	CG6048	0	0	0	0	0	0	0	1	4	24	29	34	16	19	10	9	6	16	17	0	0	0	0	6	10	11	26	19	7	7
FBgn0029828	FBgn0029828	CG6067	0	0	0	0	0	0	0	0	1	5	5	6	2	2	4	15	7	9	12	5	5	3	1	4	36	30	25	24	19	22
FBgn0029830	FBgn0029830	Grip	8	4	3	11	20	40	38	43	31	30	15	13	14	7	5	2	4	11	19	10	13	15	12	17	7	6	6	6	4	4
FBgn0029831	FBgn0029831	CG5966	27	6	3	2	6	7	10	11	8	8	6	6	1	2	2	8	59	120	110	16	8	9	5	30	13	8	8	14	13	14
FBgn0029833	FBgn0029833	MCTS1	83	90	90	66	65	64	41	40	28	17	19	17	35	40	34	29	32	35	32	33	42	32	20	20	15	17	20	40	53	57
FBgn0029834	FBgn0029834	CG5937	0	0	0	1	1	2	5	6	6	6	4	5	5	2	1	0	1	1	2	2	3	2	3	3	3	3	4	2	1	1
FBgn0029835	FBgn0029835	CG5921	0	0	0	0	0	2	4	9	7	5	8	7	6	5	3	4	6	14	12	3	4	20	6	2	4	5	6	5	4	3
FBgn0029836	FBgn0029836	CG5928	0	0	0	0	0	1	1	17	55	12	1	1	0	11	6	0	0	0	0	1	1	12	25	2	2	1	1	0	0	0
FBgn0029837	FBgn0029837	Tsp5D	0	0	1	0	1	3	6	7	7	8	13	12	14	6	1	1	2	3	2	10	15	28	28	30	19	12	5	10	2	1
FBgn0029838	FBgn0029838	CG4666	1	0	0	1	2	5	13	121	121	20	2	2	4	68	25	15	19	24	20	25	28	82	15	6	51	88	85	27	18	20
FBgn0029839	FBgn0029839	CG4660	0	0	0	0	0	0	0	1	2	4	4	4	5	1	0	0	1	1	1	2	2	3	2	7	7	9	13	10	2	2
FBgn0029840	FBgn0029840	raptor	62	34	20	21	17	13	13	15	10	10	12	9	14	7	6	4	9	8	8	9	13	9	5	5	7	9	10	27	35	36
FBgn0029843	FBgn0029843	Nep1	0	0	0	0	0	1	1	3	3	4	9	7	11	8	8	3	4	4	4	7	4	2	3	13	6	8	8	5	2	2
FBgn0029848	FBgn0029848	Btnd	0	0	0	0	0	0	0	0	0	1	5	4	15	10	13	8	12	13	5	1	0	0	0	0	0	0	0	2	1	1
FBgn0029849	FBgn0029849	Efr	28	4	1	3	5	15	12	10	22	40	33	33	27	21	24	18	12	10	6	9	8	8	17	32	25	23	24	28	23	25
FBgn0029851	FBgn0029851	CG14445	0	0	0	0	0	0	0	1	5	26	40	35	32	19	23	5	2	1	0	0	0	1	4	12	9	10	16	6	2	2
FBgn0029853	FBgn0029853	CG3781	21	11	17	15	12	13	8	9	8	9	10	8	10	9	11	9	11	14	14	12	12	11	9	15	18	21	23	13	14	16
FBgn0029854	FBgn0029854	CG3566	22	2	4	11	16	23	19	23	25	28	29	26	41	50	43	33	28	26	31	29	35	28	22	22	28	25	34	34	35	36
FBgn0029857	FBgn0029857	wuho	36	16	16	22	19	26	14	14	10	10	12	9	25	17	14	11	15	15	14	16	20	14	7	11	10	11	13	21	24	28
FBgn0029858	FBgn0029858	CG15896	21	10	4	5	7	11	5	6	3	2	1	1	7	7	6	3	4	4	3	4	6	4	2	3	3	4	6	10	14	15
FBgn0029859	FBgn0029859	CG15892	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	7	9	12	19	23	38	41	18	44	46	38	0	0	0
FBgn0029860	FBgn0029860	CG15891	30	11	22	23	22	25	14	12	12	16	15	16	16	12	10	20	23	23	17	20	22	21	13	12	18	22	24	19	18	20
FBgn0029861	FBgn0029861	CG3815	50	19	16	24	20	19	12	12	7	6	5	4	8	5	5	5	8	8	8	12	16	10	5	6	7	10	12	18	25	28
FBgn0029863	FBgn0029863	CG3823	0	0	0	0	0	1	1	5	25	36	8	10	3	7	9	2	5	16	21	8	6	19	23	5	10	11	10	12	8	8
FBgn0029864	FBgn0029864	CG15894	0	0	0	0	0	2	4	7	7	7	7	6	7	2	1	0	1	1	1	2	3	6	6	2	2	2	2	1	0	0
FBgn0029866	FBgn0029866	CG3842	24	8	2	2	5	24	33	47	11	8	17	16	8	23	8	5	9	10	7	10	14	50	13	11	8	7	6	10	11	12
FBgn0029867	FBgn0029867	CG3847	125	167	81	91	92	64	67	72	62	44	62	55	54	29	25	19	31	34	35	38	36	23	16	31	19	17	20	46	55	57
FBgn0029868	FBgn0029868	ND-B16.6	72	44	52	59	64	90	82	114	119	117	137	125	172	168	156	79	55	60	53	45	57	96	188	266	217	180	130	212	99	92
FBgn0029870	FBgn0029870	Marf	88	45	27	33	38	40	43	51	48	51	59	55	54	45	47	39	48	38	32	25	29	37	60	69	93	106	114	99	85	87
FBgn0029873	FBgn0029873	CG3918	66	102	69	50	46	29	27	21	19	13	34	25	16	15	15	11	13	14	13	16	19	12	6	6	6	8	8	20	37	41
FBgn0029874	FBgn0029874	CG3342	29	18	9	8	11	12	7	8	5	4	3	3	5	5	5	6	7	7	8	9	9	5	3	4	4	5	6	12	15	15
FBgn0029877	FBgn0029877	CG17717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	6	11	15	20	20	27	40	54	67	0	0	0
FBgn0029878	FBgn0029878	Pat1	10	9	24	25	24	25	28	18	15	14	13	16	13	11	8	9	18	26	27	47	43	24	11	11	11	9	9	19	24	22
FBgn0029880	FBgn0029880	CG14443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	2	2	0	0	0
FBgn0029881	FBgn0029881	pigs	5	6	6	7	11	11	19	13	20	24	14	16	7	6	6	3	6	8	9	11	16	14	24	12	15	14	12	8	6	6
FBgn0029882	FBgn0029882	CG3226	219	115	98	68	59	36	28	19	17	13	18	17	51	61	42	40	52	59	50	66	61	43	31	38	38	47	48	73	136	145
FBgn0029885	FBgn0029885	CG3224	71	44	45	61	64	59	54	38	30	26	49	46	65	40	29	24	27	28	23	23	30	24	14	15	21	25	30	48	58	60
FBgn0029887	FBgn0029887	CG3198	16	18	18	19	18	11	12	10	8	7	8	7	9	6	5	6	9	11	11	12	18	14	7	7	7	8	11	9	11	10
FBgn0029888	FBgn0029888	ND-ASHI	43	64	53	38	38	52	42	77	77	94	98	85	138	108	106	52	33	26	26	23	29	57	135	228	167	155	101	175	61	53
FBgn0029890	FBgn0029890	CG4095	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	6	7	6	14	21	24	22	30	39	52	69	1	1	0
FBgn0029891	FBgn0029891	Pink1	81	68	26	26	32	31	24	34	29	37	46	40	32	24	35	57	67	54	38	34	33	33	40	76	113	167	179	99	70	71
FBgn0029892	FBgn0029892	CG3184	7	3	5	7	7	7	4	5	3	4	4	3	6	4	3	5	5	6	4	6	7	6	5	4	4	6	7	7	7	8
FBgn0029893	FBgn0029893	CG14442	81	35	25	34	31	28	26	32	25	23	22	19	21	13	12	10	17	17	17	21	23	14	8	11	11	12	15	36	45	51
FBgn0029894	FBgn0029894	CG14440	17	3	0	1	1	4	8	8	9	9	8	8	7	4	3	3	7	8	10	13	16	11	5	4	5	5	4	8	13	13
FBgn0029895	FBgn0029895	CG14441	4	4	7	13	14	16	20	14	12	11	12	11	9	4	3	1	2	3	4	9	28	11	6	9	8	9	11	7	5	5
FBgn0029896	FBgn0029896	CG3168	0	0	1	4	4	4	6	9	18	32	75	77	82	51	62	48	53	88	140	97	40	20	13	76	118	124	168	102	64	69
FBgn0029897	FBgn0029897	RpL17	1459	2228	1826	2071	2217	2745	1583	2724	1976	2256	2331	1619	2809	2077	1742	1463	1364	1226	1147	1122	1145	938	715	1160	754	771	1064	1983	1415	1549
FBgn0029898	FBgn0029898	CG14439	0	1	2	2	1	1	1	2	11	73	46	54	33	8	21	11	19	44	143	47	21	6	7	29	37	25	24	19	8	7
FBgn0029903	FBgn0029903	pod1	36	68	77	41	43	33	46	32	21	10	19	18	5	7	5	9	23	35	45	52	66	48	7	4	6	6	7	14	24	24
FBgn0029905	FBgn0029905	Nf-YC	85	32	27	25	22	18	14	15	11	10	8	7	10	5	6	5	8	9	9	9	13	8	5	6	6	8	11	29	40	45
FBgn0029906	FBgn0029906	xit	18	13	12	13	12	12	9	10	8	7	3	3	8	9	10	12	11	9	8	8	11	8	6	6	8	9	9	14	14	15
FBgn0029907	FBgn0029907	Atx-1	3	55	63	4	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	0
FBgn0029909	FBgn0029909	CG12796	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029911	FBgn0029911	CG14435	28	8	3	4	7	9	8	8	7	6	7	7	6	4	4	6	14	19	24	18	12	9	7	7	9	9	10	16	19	21
FBgn0029912	FBgn0029912	CG4557	35	17	7	13	21	26	16	18	13	11	9	8	9	9	9	8	13	13	13	14	18	12	8	10	14	19	22	17	17	20
FBgn0029913	FBgn0029913	Cht11	18	9	6	7	9	9	8	5	4	2	4	4	2	2	2	5	9	19	27	20	14	10	3	3	4	5	5	5	10	11
FBgn0029914	FBgn0029914	CG4558	33	13	12	21	19	19	13	10	7	6	4	5	7	5	6	11	18	25	27	28	32	18	9	6	6	6	7	16	20	21
FBgn0029915	FBgn0029915	CG14434	33	34	20	6	6	4	4	3	2	2	2	3	4	6	5	8	8	11	12	12	11	5	3	3	1	1	2	11	21	21
FBgn0029922	FBgn0029922	CG14431	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	2	91	5	2	1	2	2	1	0	0
FBgn0029924	FBgn0029924	CG4586	56	22	8	5	9	9	6	8	6	8	10	9	15	13	19	28	28	28	32	21	38	41	26	21	2	1	2	11	24	27
FBgn0029925	FBgn0029925	CG3040	29	9	18	20	22	27	21	16	16	17	14	15	14	15	11	9	13	17	17	15	16	16	14	14	15	18	20	13	19	22
FBgn0029928	FBgn0029928	CG3032	4	1	0	2	2	3	2	2	1	1	1	1	1	1	1	1	2	2	2	4	5	2	1	1	1	1	1	2	3	3
FBgn0029929	FBgn0029929	CG4593	55	9	9	15	16	22	16	14	11	10	12	10	29	25	21	15	16	18	18	17	22	16	10	10	8	10	12	33	44	47
FBgn0029930	FBgn0029930	CG12541	0	0	0	0	0	1	2	2	3	4	6	7	4	1	0	0	1	2	2	1	1	3	7	5	2	2	2	2	1	1
FBgn0029931	FBgn0029931	CG14427	8	116	19	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029932	FBgn0029932	CG4607	0	0	0	0	0	0	0	0	1	4	19	17	11	10	9	11	17	27	17	3	1	1	0	25	31	29	27	24	11	10
FBgn0029935	FBgn0029935	CG4615	36	41	22	21	19	14	17	14	12	7	14	13	6	4	3	6	8	9	8	14	12	6	10	12	11	11	11	14	19	19
FBgn0029936	FBgn0029936	CG4617	32	13	16	18	20	17	13	12	10	7	12	8	4	4	4	4	7	8	8	8	9	6	4	11	5	6	6	9	15	16
FBgn0029937	FBgn0029937	CG8300	46	28	31	49	35	26	14	12	6	6	6	6	8	9	15	24	34	34	32	62	59	23	11	115	15	17	27	24	24	27
FBgn0029939	FBgn0029939	CG9650	16	4	6	32	28	13	14	12	8	7	4	4	4	2	1	1	3	3	3	4	5	3	1	1	1	1	1	5	7	6
FBgn0029940	FBgn0029940	CG1958	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	4	8	12	9	17	26	35	37	29	51	62	65	0	0	0
FBgn0029941	FBgn0029941	CG1677	154	216	114	110	108	87	70	82	63	40	106	71	42	27	21	21	34	39	41	50	60	39	22	24	21	25	28	56	74	80
FBgn0029942	FBgn0029942	CG2059	22	7	4	8	10	13	9	7	8	6	7	7	15	18	14	6	5	6	5	6	8	12	19	11	15	16	14	11	13	14
FBgn0029943	FBgn0029943	Atg5	22	23	11	14	15	11	16	12	12	11	11	13	9	8	6	9	14	29	33	22	16	13	7	5	6	5	5	9	15	15
FBgn0029945	FBgn0029945	CG18155	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	3	5	4	8	10	12	12	11	17	21	22	0	0	0
FBgn0029946	FBgn0029946	CG15034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	7	7	11	18	23	21	12	25	31	26	0	0	0
FBgn0029947	FBgn0029947	CG1999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	14	16	16	25	39	48	50	51	84	109	120	0	0	0
FBgn0029948	FBgn0029948	CheA7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	7	5	5	5	2
FBgn0029949	FBgn0029949	CG15035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	4	7	12	16	15	11	18	23	22	0	0	0
FBgn0029950	FBgn0029950	CG9657	0	0	0	0	0	0	1	1	6	8	5	8	4	2	1	0	0	0	0	0	0	1	6	4	4	3	1	1	0	0
FBgn0029951	FBgn0029951	CG11369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	6	10	12	11	6	16	20	14	0	0	0
FBgn0029952	FBgn0029952	CG12689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	13	11	19	26	32	30	18	38	52	40	0	0	0
FBgn0029955	FBgn0029955	CG15478	0	0	0	0	0	1	2	3	3	3	1	1	1	0	0	1	2	3	2	4	3	3	1	1	1	1	1	0	0	0
FBgn0029957	FBgn0029957	CG12155	62	20	24	33	31	21	14	23	16	11	8	7	12	6	6	7	12	14	15	21	21	12	7	13	8	11	21	24	26	28
FBgn0029958	FBgn0029958	Pdp	29	8	19	22	20	28	22	24	19	16	12	12	20	18	21	20	19	19	16	17	20	21	22	16	19	22	25	28	31	35
FBgn0029959	FBgn0029959	Rab39	21	18	39	24	16	15	19	15	18	14	12	15	11	7	7	16	20	24	23	18	15	20	19	15	21	17	16	20	19	19
FBgn0029961	FBgn0029961	Ir7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029962	FBgn0029962	CG1402	0	0	0	0	0	1	2	2	4	4	3	4	2	1	0	0	0	1	1	2	3	4	3	1	1	1	0	0	0	0
FBgn0029963	FBgn0029963	CG10920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	7	11	17	20	19	16	26	36	38	0	0	0
FBgn0029964	FBgn0029964	CG1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	4	7	10	9	9	15	19	18	0	0	0
FBgn0029965	FBgn0029965	Ir7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029966	FBgn0029966	Ir7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	12
FBgn0029969	FBgn0029969	CG10932	66	3	1	3	6	21	15	20	15	14	28	26	121	133	201	67	38	32	33	21	23	23	24	25	50	41	38	69	79	81
FBgn0029970	FBgn0029970	Nek2	35	32	22	15	11	6	5	5	5	2	6	6	0	0	0	2	3	4	4	7	7	1	0	1	1	1	1	5	13	14
FBgn0029974	FBgn0029974	dpr14	0	0	0	0	0	1	1	2	2	3	4	4	4	1	1	0	1	1	1	1	3	5	5	2	2	2	2	1	1	1
FBgn0029975	FBgn0029975	CG1444	63	24	8	31	53	115	90	81	60	53	39	39	55	59	52	23	19	23	27	30	37	55	79	65	114	167	151	125	101	109
FBgn0029976	FBgn0029976	snz	18	3	4	8	8	7	8	6	6	8	10	11	7	4	4	4	8	11	11	8	9	7	4	6	8	10	11	14	19	20
FBgn0029977	FBgn0029977	hdm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029979	FBgn0029979	CG10777	43	11	8	13	18	15	23	11	11	7	5	7	8	6	5	4	10	14	18	16	21	18	11	6	10	12	11	18	31	32
FBgn0029980	FBgn0029980	CG10778	37	21	18	16	15	22	13	14	13	16	20	16	27	22	18	10	8	10	9	9	10	9	6	12	9	10	12	19	24	26
FBgn0029986	FBgn0029986	CG15332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	2	1	1	2	4	4	0	0	0
FBgn0029987	FBgn0029987	CG15330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	5	5	6	7	10	13	16	0	0	0
FBgn0029990	FBgn0029990	CG2233	0	0	0	0	1	2	8	19	28	26	79	131	342	217	321	581	576	574	951	576	621	519	246	80	407	301	278	265	586	546
FBgn0029992	FBgn0029992	Upf2	16	23	19	18	19	15	16	11	8	5	7	7	11	8	7	6	9	11	10	10	14	11	7	6	7	8	9	14	17	17
FBgn0029993	FBgn0029993	CG1571	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	3	3	3	6	9	11	10	10	15	21	22	0	0	0
FBgn0029994	FBgn0029994	CG2254	0	1	2	11	18	45	54	107	81	43	33	31	100	133	147	109	26	6	4	13	25	18	11	64	143	168	163	90	50	57
FBgn0029995	FBgn0029995	CG2256	0	0	0	0	0	0	1	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0029996	FBgn0029996	UbcE2H	109	144	41	33	52	52	78	70	82	51	46	59	14	12	12	13	42	74	77	41	41	33	30	43	38	23	21	54	72	67
FBgn0029997	FBgn0029997	CG2258	15	14	4	3	5	4	6	7	6	4	9	8	3	2	2	1	3	3	3	5	6	6	5	4	6	7	7	8	12	12
FBgn0029999	FBgn0029999	CG1575	40	6	12	15	16	18	11	9	7	8	17	14	22	11	9	6	5	6	5	6	6	5	3	4	3	4	4	19	26	29
FBgn0030000	FBgn0030000	CG2260	39	56	39	42	42	36	28	27	18	13	30	24	38	16	10	5	7	7	7	7	9	8	4	6	4	5	5	22	28	28
FBgn0030001	FBgn0030001	cyr	0	0	0	1	1	2	4	7	12	5	0	0	0	3	2	0	0	0	0	2	2	29	4	1	1	1	0	0	0	0
FBgn0030003	FBgn0030003	CG2116	67	54	36	35	34	28	25	24	20	18	21	20	18	15	16	13	16	15	17	20	19	14	9	17	9	10	13	25	32	33
FBgn0030004	FBgn0030004	CG10958	1	2	4	4	4	4	4	3	3	2	1	2	2	1	1	3	6	8	8	13	18	17	15	13	21	28	30	2	2	2
FBgn0030005	FBgn0030005	CG2120	0	0	0	0	0	1	1	4	6	15	17	19	10	11	7	11	3	1	0	0	0	1	0	4	4	5	4	5	3	3
FBgn0030006	FBgn0030006	CG17982	10	12	12	12	9	8	7	5	4	6	5	5	3	3	3	6	9	11	11	10	10	6	4	5	5	6	7	5	5	6
FBgn0030007	FBgn0030007	alpha-PheRS	74	15	18	35	41	67	42	39	26	21	23	19	57	63	47	24	26	27	29	24	32	25	14	18	19	18	22	51	66	69
FBgn0030008	FBgn0030008	CG2129	30	1	0	1	2	4	3	3	2	2	2	2	2	2	2	3	3	4	3	4	4	3	2	2	2	2	3	8	15	17
FBgn0030009	FBgn0030009	CG15336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0
FBgn0030010	FBgn0030010	CG10959	25	2	4	6	6	5	3	3	2	2	2	2	2	1	1	4	3	3	3	4	6	5	3	3	3	5	5	8	15	16
FBgn0030011	FBgn0030011	Gbeta5	11	1	1	4	7	22	18	28	27	28	25	24	29	9	3	2	4	4	4	8	12	16	19	19	14	14	17	12	5	6
FBgn0030012	FBgn0030012	CG18262	21	1	2	5	8	20	12	11	7	5	4	4	5	3	3	4	5	6	6	9	10	6	3	5	5	6	9	8	10	12
FBgn0030013	FBgn0030013	GIIIspla2	43	8	3	3	5	7	6	6	5	7	10	12	23	14	15	35	38	30	17	15	14	14	8	38	23	16	25	29	22	24
FBgn0030014	FBgn0030014	CG15337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	6	9	10	9	11	18	24	27	0	0	0
FBgn0030015	FBgn0030015	CG10761	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	6	10	13	12	18	27	35	47	0	0	0
FBgn0030017	FBgn0030017	CG2278	0	1	1	3	4	3	5	4	3	3	2	2	3	1	1	1	2	2	3	4	4	5	3	3	2	3	4	2	1	1
FBgn0030018	FBgn0030018	slpr	54	25	15	20	20	14	15	11	8	7	5	5	7	5	5	5	11	14	15	18	14	10	7	7	8	8	9	25	35	39
FBgn0030025	FBgn0030025	CG2147	48	9	6	14	16	21	16	7	5	4	4	3	9	12	10	16	24	36	34	24	27	23	16	20	28	35	34	17	29	34
FBgn0030026	FBgn0030026	sni	29	14	8	6	8	11	8	12	10	8	10	10	22	27	26	17	12	11	8	6	8	11	10	14	13	16	28	27	24	28
FBgn0030027	FBgn0030027	CG1632	0	0	0	1	3	9	17	40	8	2	1	1	3	16	3	1	2	2	3	2	5	80	13	2	3	2	2	2	2	1
FBgn0030028	FBgn0030028	Corp	26	21	17	9	6	4	3	2	1	1	1	1	1	1	1	3	2	3	2	56	33	17	4	3	5	3	2	11	17	14
FBgn0030029	FBgn0030029	CG15343	0	0	0	0	1	1	1	1	1	1	1	1	3	4	4	10	9	6	5	2	2	3	4	3	3	2	3	2	1	2
FBgn0030030	FBgn0030030	CG1636	35	43	29	25	26	21	21	15	13	6	11	12	8	7	6	5	6	7	7	6	10	20	34	26	30	23	16	26	24	24
FBgn0030034	FBgn0030034	CG10555	46	78	36	33	29	22	20	22	15	8	18	12	8	6	6	6	14	15	17	19	27	13	4	4	4	5	6	20	28	30
FBgn0030035	FBgn0030035	CG11190	54	89	75	50	47	42	27	30	21	14	13	13	16	15	13	15	20	20	22	23	30	22	15	13	17	21	25	29	32	34
FBgn0030037	FBgn0030037	CG12125	43	14	12	14	13	15	12	21	12	6	5	5	9	10	6	4	6	7	28	7	9	15	8	6	8	11	11	23	32	35
FBgn0030038	FBgn0030038	CG1440	162	217	192	118	88	86	87	111	60	25	19	20	27	56	49	49	50	66	143	104	76	108	45	57	65	65	84	88	98	96
FBgn0030039	FBgn0030039	CG12123	25	0	0	1	2	7	6	6	4	4	4	5	8	10	7	6	9	13	12	13	14	15	12	15	20	25	29	13	24	26
FBgn0030040	FBgn0030040	CG15347	2	2	2	14	33	165	195	320	284	251	303	268	264	224	161	164	87	65	64	171	94	58	28	73	111	126	158	177	69	98
FBgn0030041	FBgn0030041	CG12116	0	0	0	0	0	0	0	6	20	23	80	75	125	123	120	137	88	62	46	17	30	41	23	23	34	46	80	57	49	85
FBgn0030048	FBgn0030048	CG12112	36	32	12	9	13	8	13	5	9	3	11	14	3	6	4	5	6	10	10	9	6	4	2	2	3	3	3	6	26	23
FBgn0030049	FBgn0030049	Trf4-1	64	68	20	21	25	16	18	32	25	16	21	17	13	6	6	3	6	6	7	8	11	9	8	9	7	6	8	24	26	29
FBgn0030050	FBgn0030050	CG12111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	2	4	11	36	40	38	0	0	0
FBgn0030051	FBgn0030051	spirit	0	0	0	0	0	1	1	3	2	4	9	7	15	16	24	35	60	100	72	18	24	50	6	7	8	9	17	6	2	5
FBgn0030052	FBgn0030052	CG12065	10	1	1	4	4	12	13	32	63	97	66	58	34	21	22	19	25	22	19	37	13	22	23	30	23	22	27	26	15	17
FBgn0030053	FBgn0030053	CG12081	51	61	21	35	42	43	26	36	28	23	28	21	11	7	13	18	25	27	26	48	35	18	11	68	13	15	17	25	22	24
FBgn0030054	FBgn0030054	Caf1-180	99	98	80	59	39	14	17	15	10	5	15	10	7	7	5	5	6	6	6	10	9	2	1	2	1	1	1	20	48	51
FBgn0030055	FBgn0030055	CG12772	22	6	6	8	7	7	6	8	6	6	5	4	4	3	3	4	7	8	11	11	9	8	6	7	9	10	10	11	13	13
FBgn0030056	FBgn0030056	CG11284	84	24	14	11	9	9	10	9	11	15	27	28	20	24	25	25	23	19	16	25	22	15	9	15	15	17	19	34	62	63
FBgn0030057	FBgn0030057	Ppt1	17	26	40	28	22	16	11	7	5	3	9	7	2	3	4	8	12	15	14	12	17	11	5	4	5	6	7	6	8	10
FBgn0030058	FBgn0030058	CG11294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	6	10	14	12	7	6	10	16	15	0	0	0
FBgn0030060	FBgn0030060	CG2004	50	73	48	40	42	46	27	24	18	11	22	19	34	44	20	11	12	13	16	11	21	14	7	8	18	18	19	26	33	37
FBgn0030061	FBgn0030061	CG1785	62	48	60	66	62	47	45	23	19	17	39	35	58	34	22	13	15	16	14	14	14	12	8	8	10	11	9	34	55	53
FBgn0030063	FBgn0030063	CG1789	43	58	45	40	42	36	34	16	17	17	32	30	29	17	13	10	11	14	12	15	15	12	10	7	8	8	9	17	32	34
FBgn0030066	FBgn0030066	CG1885	17	6	2	2	2	3	3	3	4	4	2	2	4	3	4	4	4	6	5	5	7	22	39	39	8	8	8	9	8	9
FBgn0030067	FBgn0030067	Rbm13	68	72	54	62	65	52	40	36	28	18	55	40	80	35	24	10	13	13	11	12	11	8	5	9	6	7	9	46	57	58
FBgn0030071	FBgn0030071	CG12661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	3	3	2	2	2	5	4	0	0	0
FBgn0030073	FBgn0030073	CG10962	12	5	1	1	3	4	6	13	8	8	10	8	29	68	119	192	116	79	100	197	234	130	58	23	6	6	6	13	19	15
FBgn0030074	FBgn0030074	CG12662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0030077	FBgn0030077	CG15365	0	0	0	0	1	5	9	25	27	17	8	6	7	7	5	2	4	4	5	15	9	43	9	7	4	4	4	4	1	1
FBgn0030078	FBgn0030078	CG10970	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0030081	FBgn0030081	CG7246	33	24	21	27	30	21	15	10	7	6	13	11	21	9	6	4	5	5	4	5	5	5	3	4	2	3	4	15	21	22
FBgn0030082	FBgn0030082	HP1b	54	92	51	50	53	51	30	23	17	11	30	22	9	9	7	13	16	19	19	20	25	14	7	4	5	6	7	12	20	23
